course,institution,url,admission req,language req,deadline
British and American Cultures: Texts and Media,Universität Hamburg • Hamburg,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9032/,"
","
",
IDEA League Joint Master's in Applied Geophysics,RWTH Aachen University • Aachen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4623/,,,"

"
Chemistry,University of Cologne • Köln,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6898/,,"
",
Molecular Biology — International Max Planck Research School (MSc/PhD),University of Göttingen • Göttingen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3672/,"





","
",
German Business Culture and International Management (MA),Hochschule für Technik und Wirtschaft Dresden – University of Applied Sciences • Dresden,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6149/,"



","


","
"
M.I.N.C. – Master of International Nature Conservation (MSc),University of Göttingen • Göttingen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6082/,"



","









",
Applied Geosciences – Computational Geology and Geophysics (CGG) (MSc),RWTH Aachen University • Aachen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/10388/,"








",,"
"
Double Master's Programme in Demography and Social Inequality (Master of Science),University of Cologne • Köln,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5444/,"
","
",
Georesources Management (MSc),RWTH Aachen University • Aachen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/10392/,"

",,"
"
Micro- and Nanoelectronics – Major of Electrical Engineering and Information Technology,RWTH Aachen University • Aachen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4811/,"



","

",
Full-Time MBA Digitalisation & Industrial Change,RWTH Aachen University • Aachen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7123/,"


","

","
"
Data Science,RWTH Aachen University • Aachen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7636/,"


",,"



"
Engineering Cybernetics MSc,University of Stuttgart • Stuttgart,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/10348/,,,
Master of Science Tropical Hydrogeology and Environmental Engineering (TropHEE),Technical University of Darmstadt • Darmstadt,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4173/,"

",,"
"
Göttingen Master's Programme in Physics (MSc),University of Göttingen • Göttingen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4690/,"
","


","


"
International Media Studies (MA),Hochschule Bonn-Rhein-Sieg • Bonn,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4047/,,"
",
Advanced Computational Methods in Civil Engineering,RWTH Aachen University • Aachen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6318/,"









","

",
Geography of Environmental Risks and Human Security,University of Bonn • Bonn,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4342/,"



",,
Integrated Plant and Animal Breeding (MSc),University of Göttingen • Göttingen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5206/,"
","


",
Mathematical Physics (MSc),Universität Hamburg • Hamburg,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5609/,,"
",
"MA Linguistics – Language, Communication and Cognition",University of Freiburg • Freiburg im Breisgau,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8519/,,"
",
Bioeconomy,University of Hohenheim • Stuttgart,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4476/,"


",,
"MSc Management and Engineering in Technology, Innovation, Marketing and Entrepreneurship (MME TIME) – part-time",RWTH Aachen University • Aachen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4875/,"


","

","
"
Computational Biology and Bioinformatics,University of Göttingen • Göttingen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8408/,"


","


","
"
Railway Systems Engineering,RWTH Aachen University • Aachen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4881/,"





","

",
Communications Engineering – Major of Electrical Engineering and Information Technology,RWTH Aachen University • Aachen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3698/,"



","

",
Master's in International Media Cultural Work (IMC),Darmstadt University of Applied Sciences • Dieburg,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4678/,"



",,"

"
MSc in Business Administration,Universität Hamburg • Hamburg,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/10333/,"



","
",
Clean Energy Processes,FAU Erlangen-Nürnberg • Erlangen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7630/,"


","

","



"
Biochemistry,Dresden University of Technology • Dresden,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6203/,,,
Materials Science,University of Stuttgart • Stuttgart,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6103/,,"


",
MSc Physics,FAU Erlangen-Nürnberg • Erlangen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4311/,,,
Neurosciences — International Max Planck Research School (MSc/PhD/MD-PhD),University of Göttingen • Göttingen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3601/,"






",,
Ecumenical and Extended Ecumenical Studies,University of Bonn • Bonn,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6087/,,"
","
"
MSc Pharmaceutical Biotechnology,Hamburg University of Applied Sciences • Hamburg,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4027/,"





","

","



"
Master of Science in Physics,Freie Universität Berlin • Berlin,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4154/,,"

","

"
MSc Chemistry,FAU Erlangen-Nürnberg • Erlangen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4405/,,,
Music Therapy (MA),SRH University • Heidelberg,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4622/,,"
",
"Environmental Science – Soil, Water and Biodiversity (EnvEuro)",University of Hohenheim • Stuttgart,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4564/,"


","
",
Master of Science in Chemistry,Freie Universität Berlin • Berlin,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3706/,,,
Applied Geosciences – Geoengineering (GIN) (MSc),RWTH Aachen University • Aachen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/10391/,"


",,"
"
Infection Biology and Control,University of Tübingen • Libreville (Gabon),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8920/,"

",,
Mathematical Physics (MSc),University of Tübingen • Tübingen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4741/,,,
Iranian and Persianate Studies (MA),University of Göttingen • Göttingen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7642/,"

","



","

"
Double Master's Programme in Health Economics and Management (Master of Science),University of Cologne • Köln,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5448/,"
","
",
Master of Science in International Management,Kühne Logistics University • Hamburg,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4253/,"



","
",
Physics of Life,Dresden University of Technology • Dresden,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3829/,"
","
",
Computational Linguistics,University of Stuttgart • Stuttgart,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4239/,,"
",
Master of Science in Biochemistry,Freie Universität Berlin • Berlin,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4609/,,,
Master of Arts in Transcultural Studies,Heidelberg University • Heidelberg,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4273/,,"

","
"
Materials Science,Technical University of Darmstadt • Darmstadt,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4808/,"

","


","




"
Master of Science in Intelligent Adaptive Systems (IAS),Universität Hamburg • Hamburg,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4350/,"
","
",
Languages and Cultures of Southeast Asia,Universität Hamburg • Hamburg,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8994/,"



","


",
Information and Communication Engineering,Technical University of Darmstadt • Darmstadt,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3717/,"

",,
"Industrial Management in Microelectronics (IMM), MSc",Dresden International University • Dresden,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6566/,,,
Master of Science in Integrated Climate System Sciences (MSc ICSS),Universität Hamburg • Hamburg,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4115/,"

","

","

"
Master of Public Health (MPH),Hamburg University of Applied Sciences • Hamburg,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4029/,"

",,"




"
MA E-LINGO Teaching English to Young Learners (Pre-School and Primary School),University of Education Freiburg • Freiburg im Breisgau,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5385/,"
",,
International Business – Healthcare Management (MA),SRH University • Dresden,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5564/,,"
","
"
Forest Sciences,University of Freiburg • Freiburg im Breisgau,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3735/,"
",,
FAME-AIS Functional Advanced Materials Engineering with Artificial Intelligence for Sustainability,Technical University of Darmstadt • Darmstadt,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5413/,"

","
","

"
MSc Electromobility – ACES,FAU Erlangen-Nürnberg • Erlangen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8296/,"


","




","
"
Sustainable Forest and Nature Management (SUFONAMA),University of Göttingen • Göttingen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6302/,"






","
","



"
Neural & Behavioural Sciences,University of Tübingen • Tübingen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3901/,,,
"Master of European and International Business, Competition and Regulatory Law (MBL-FU)",Freie Universität Berlin • Berlin,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6880/,,,
Molecular Cell Biology,University of Bonn • Bonn,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8906/,,,
"Sustainable International Agriculture (SIA), MSc",University of Göttingen • Göttingen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3673/,"


","


",
International Master's in Physical Activity and Health,FAU Erlangen-Nürnberg • Erlangen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4016/,"
","
",
Molecular Bioengineering,Dresden University of Technology • Dresden,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3613/,"



","
",
Machine Learning (MSc),University of Tübingen • Tübingen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5634/,"


","
",
Semitic Studies,Freie Universität Berlin • Berlin,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/10486/,"




","



",
Groundwater and Global Change – Impacts and Adaptation (GroundwatCh),Dresden University of Technology • Dresden,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/10547/,,,
Binational Double Master's in Biomedical Sciences (IMBS),University of Freiburg • Freiburg im Breisgau,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4590/,"
",,
Forest and Ecosystem Sciences (FES),University of Göttingen • Göttingen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6505/,"


","








","





"
Agricultural Economics (AgEcon),University of Hohenheim • Stuttgart,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3723/,"



","
","
"
Information and Communication Technology MSc,FAU Erlangen-Nürnberg • Erlangen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6146/,,"
",
Master of Science in Computer Science,University of Freiburg • Freiburg im Breisgau,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3736/,"


","
",
Social and Cultural Anthropology,University of Tübingen • Tübingen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8979/,,,
Data Science,Hamburg University of Technology • Hamburg,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9040/,,,"
"
Master of Intellectual Property Law and Data Law (MIPDaL),Dresden University of Technology • Dresden,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/10353/,"









","












",
Double Master's Programme in Economics,University of Cologne • Köln,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5442/,"




","
",
Agricultural Sciences and Resource Management in the Tropics and Subtropics (ARTS),University of Bonn • Bonn,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7600/,"


","
",
International Information Systems (IIS),FAU Erlangen-Nürnberg • Nürnberg,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4084/,,"


",
Master's Programme in European and International Law (MEIL),Universität Hamburg • Hamburg,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3646/,,,
Data and Discourse Studies,Technical University of Darmstadt • Darmstadt,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6286/,"

","
",
Master of Science in Aerospace Engineering,Technical University of Darmstadt • Darmstadt,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7775/,,"

","
"
Master of Science in International Economics (MSc),University of Göttingen • Göttingen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/10342/,"



","


","


"
Regenerative Biology and Medicine,Dresden University of Technology • Dresden,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4272/,"
",,
Bonn-Cologne Graduate School of Physics and Astronomy: MSc in Physics (Cologne),University of Cologne • Köln,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4023/,"
",,"
"
Economics and Finance (MSc),University of Tübingen • Tübingen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4372/,"



","

",
Master of Arts in Social and Cultural Anthropology,University of Cologne • Köln,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9656/,"

","

","
"
Game Technologies (MSc),Hochschule Bonn-Rhein-Sieg • Sankt Augustin,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/10332/,"

","



","





"
Management and Engineering in Production Systems (MME-PS),RWTH Aachen University • Aachen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4362/,"
","



","

"
Logistics Management (MBA),Dresden International University • Dresden,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4731/,,,
Applied Geosciences – Applied Mineralogy and Crystallography (AMC) (MSc),RWTH Aachen University • Aachen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6917/,"







",,"
"
Master of Science Molecular Medicine,FAU Erlangen-Nürnberg • Erlangen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4684/,,,
Resource Efficiency in Architecture and Planning (REAP),HafenCity University Hamburg • Hamburg,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4061/,,"



","

"
Chemistry,Dresden University of Technology • Dresden,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8317/,"

","




","



"
Digital Transformation Management (MSc),SRH University • Hamburg,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7790/,,"
","
"
MA English Studies,FAU Erlangen-Nürnberg • Erlangen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4144/,,,"
"
Economics (MSc) with Double Degree Option with the University of Nottingham,University of Tübingen • Tübingen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4371/,"


","


",
Master of Science in Earth Sciences,University of Freiburg • Freiburg im Breisgau,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4171/,,,
Information and Communication Engineering,Hamburg University of Applied Sciences • Hamburg,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/10447/,"



",,"




"
"Molecular Life Sciences: Microbiology, Biotechnology and Biochemistry (MSc)",University of Göttingen • Göttingen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4072/,"
","
","
"
PHYSICS International Master of Science,University of Stuttgart • Stuttgart,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5213/,"


","
",
Synthetic Biology MSc,Technical University of Darmstadt • Darmstadt,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8983/,"








",,
Chemistry,University of Bonn • Bonn,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8325/,"
","


",
Computer Science,University of Bonn • Bonn,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7606/,"

","



","
"
Animal Science,University of Hohenheim • Stuttgart,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8973/,"


","

","
"
Resilient Civil Engineering (RCE),RWTH Aachen University • Aachen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8967/,"
","



","

"
Information and Communication Systems,Hamburg University of Technology • Hamburg,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3747/,,,
Microelectronics and Microsystems,Hamburg University of Technology • Hamburg,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3751/,,,
Physics of the Earth and Atmosphere,University of Cologne • Köln,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8360/,,,"
"
Master of Science in Artificial Intelligence and Machine Learning,Technical University of Darmstadt • Darmstadt,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4258/,"


",,"



"
MSc Neuroscience,University of Freiburg • Freiburg im Breisgau,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6526/,,,
Master of Science in Ocean and Climate Physics (MSc),Universität Hamburg • Hamburg,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4423/,,,"


"
Master of Peace Research and International Relations (MA),University of Tübingen • Tübingen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6941/,"

","
",
Tropical Forestry,Dresden University of Technology • Tharandt,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3721/,"

","
",
"International Dispute Resolution, Master of Laws (LLM)",Humboldt-Universität zu Berlin • Berlin,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/10330/,"
","




",
Master of Arts in Social Sciences (Global Studies Programme),University of Freiburg • Freiburg im Breisgau,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3733/,,"
",
Bonn-Cologne Graduate School of Physics and Astronomy: MSc in Astrophysics,University of Bonn • Bonn,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3843/,"
",,"
"
Mathematics,Dresden University of Technology • Dresden,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8912/,,,"
"
Applied Computer Science (MSc),University of Göttingen • Göttingen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4700/,"

","
","
"
MSc Engineering Geohazards,RWTH Aachen University • Aachen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6919/,"
",,"



"
Geodetic Engineering,University of Bonn • Bonn,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7030/,"



","


","

"
